_id,Proposal Number:,Program Cycle:,Submitting Institution Name:,Project Status:,Start Date:,Lead Investigator:,Project Duration:,End Date:,SubmissionType:,Proposal Title:,Research Keyword 1,Research Keyword 2,Research Keyword 3,Research Keyword 4,Research Keyword 5,Research Type:,Personnel,Institution,URL
1431,QRLP4-MG-3330108,QRLP,Qatar National Research Fund (QNRF),Inactive,02 Oct 2011,Miss Kawthar Al-Dabhani,2 Year(s),01 Sep 2013,New,Training in Health & Biomedicine,,,,,,,"[('QRLP Student', 'Miss Kawthar Al-Dabhani', 'Imperial College London'), ('QRLP Supervisor', 'Mr. RJ Dawson', '')]","[('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28839&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1432,QRLP5-G-1711031,QRLP,Qatar National Research Fund (QNRF),Award Closed,12 Oct 2012,Abdullah Abunada,0 Year(s),18 Aug 2014,New,MS in Electrical Engineering,,,,,,,"[('QRLP Student', 'Abdullah Abunada', 'Qatar University')]","[('Qatar University', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29276&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1433,QRLP4-MG-1710009,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Oct 2011,Ms. Aisha Al Ghanim,0 Year(s),01 Oct 2013,New,Research Management Track,,,,,,,"[('QRLP Student', 'Ms. Aisha Al Ghanim', 'Qatar National Research Fund (QNRF)')]","[('Qatar Foundation Research and Development', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29036&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1434,QRLP4-G-4440086,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Aug 2011,Mr. AHMED ALGHAMRAWI,2 Year(s),31 Dec 2013,New,MS in Electrical Engineering,,,,,,,"[('QRLP Student', 'Mr. AHMED ALGHAMRAWI', 'Texas A&amp;M University - College Station')]","[('Texas A&amp;M University', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28534&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1435,QRLP4-G-4440083,QRLP,Qatar National Research Fund (QNRF),Award Active,25 Oct 2011,Dr. Sawsan Mohammed,4 Year(s),30 Sep 2017,New,"PhD in Health & Biomedicine
- Development and evaluation of a nanobody/intrabody- based capture method for protection against bacterial Shiga toxin",,,,,,,"[('QRLP Student', 'Dr. Sawsan Mohammed', 'Ruprecht Karl University of Heidelberg')]","[('Ruprecht Karl University of Heidelberg', 'Germany', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28533&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1436,QRLP4-G-3330072,QRLP,Qatar National Research Fund (QNRF),Award Terminated,01 Sep 2011,Mr. Wael  Halabawi,4 Year(s),01 Dec 2017,New,PhD in Electrical Engineering,,,,,,,"[('QRLP Student', 'Mr. Wael  Halabawi', '')]","[('California Institute of Technology (Caltech)', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28748&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1437,QRLP4-G-3330062,QRLP,Qatar National Research Fund (QNRF),Award Closed,23 Oct 2011,Dr. Sara Abdulla,6 Year(s),31 Jul 2017,New,PhD in The role of transcription factor Forkhead Box 03a (Fox03a) in regulating oligodendrocyte,,,,,,,"[('QRLP Student', 'Dr. Sara Abdulla', 'Cambridge University')]","[('Cambridge University', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28747&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1438,QRLP4-G-3330046,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Oct 2011,Dr. Nura Mohamed,1 Year(s),01 Nov 2012,New,MRes in Biomedical Research,,,,,,,"[('QRLP Student', 'Dr. Nura Mohamed', 'Imperial College London')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28746&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1439,QRLP4-G-1711014,QRLP,Qatar National Research Fund (QNRF),Award Closed,11 Sep 2011,Tareq  AlAnsari,0 Year(s),01 Aug 2016,New,PhD in Sustainability Assessment of Energy and Food Production System,,,,,,,"[('QRLP Student', 'Tareq  AlAnsari', '')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29291&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1440,QRLP4-G-1710012,QRLP,Qatar National Research Fund (QNRF),Award Closed,03 Oct 2011,Hessa AlDarwish,0 Year(s),21 May 2014,New,M.S Earth and Environmental Engineering,,,,,,,"[('QRLP Student', 'Hessa AlDarwish', '')]","[('Columbia University in the City of New York', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29166&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1441,QRLP4-G-1710011,QRLP,Qatar National Research Fund (QNRF),Award Closed,15 Sep 2011,Mr. Mohammed Al-Obaidi,0 Year(s),14 Aug 2014,New,Master - Applied Micro & Nanotechnologie,,,,,,,"[('QRLP Student', 'Mr. Mohammed Al-Obaidi', 'Qatar National Research Fund (QNRF)')]","[('ESIEE Paris', 'France', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29163&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1442,QRLP4-G-1710010,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Oct 2011,Nejoud Al-Jehani,0 Year(s),01 Nov 2012,New,MS in Control Systems,,,,,,,"[('QRLP Student', 'Nejoud Al-Jehani', '')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29161&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1443,QRLP3-MG-3330098,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,21 Nov 2010,Miss Heba Al-Siddiqi,2 Year(s),23 Oct 2011,New,Training in Health & Biomedicine,,,,,,,"[('QRLP Student', 'Miss Heba Al-Siddiqi', 'University of Oxford')]","[('Qatar Foundation Research and Development', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28875&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1444,QRLP3-MG-3330061,QRLP,Qatar National Research Fund (QNRF),Award Closed,21 Nov 2010,Dr. Sara Abdulla,1 Year(s),23 Oct 2011,New,Training in Research Administration,,,,,,,"[('QRLP Student', 'Dr. Sara Abdulla', 'Cambridge University')]","[('Qatar Foundation Research and Development', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28874&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1445,QRLP3-MG-1710003,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Oct 2010,Nejoud Al-Jehani,0 Year(s),01 Oct 2012,New,Research Management Track,,,,,,,"[('QRLP Student', 'Nejoud Al-Jehani', '')]","[('Qatar Foundation Research and Development', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29032&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1446,QRLP3-G-1710004,QRLP,Qatar National Research Fund (QNRF),Award Closed,29 Aug 2010,Misam   Jaffer,0 Year(s),31 Jul 2012,New,MS in Mechanical Engineering,,,,,,,"[('QRLP Student', 'Misam   Jaffer', '')]","[('Stanford University', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29160&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1447,QRLP2-MG-1710007,QRLP,Qatar National Research Fund (QNRF),Award Closed,27 Dec 2009,Kholoud  Alshafai,0 Year(s),01 Dec 2011,New,MS in Human Molecular Genetics,,,,,,,"[('QRLP Student', 'Kholoud  Alshafai', '')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29159&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1448,QRLP2-MG-1710006,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Oct 2009,Mr. Tariq  AlShukri,0 Year(s),01 Oct 2011,New,Research Management Track,,,,,,,"[('QRLP Student', 'Mr. Tariq  AlShukri', 'University of Manchester')]","[('University of Manchester', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29158&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1449,QRLP2-MG-1710001,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Oct 2009,Mrs. Nada Al Balam,0 Year(s),01 Oct 2011,New,Research Management Track,,,,,,,"[('QRLP Student', 'Mrs. Nada Al Balam', 'Qatar University')]","[('Qatar Foundation Research and Development', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29031&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1450,QRLP2-G-1711011,QRLP,Qatar National Research Fund (QNRF),Award Closed,27 Dec 2009,Mashael  AlShafai,0 Year(s),16 Mar 2016,New,PhD in Genetics of Obesity,,,,,,,"[('QRLP Student', 'Mashael  AlShafai', '')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29281&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1451,QRLP2-G-1711009,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Mar 2009,Halema  AlFarsi,0 Year(s),25 Jan 2016,New,PhD in Determining the Significance of Observed Mutations in Ovarian Tumors,,,,,,,"[('QRLP Student', 'Halema  AlFarsi', '')]","[('University of Paris-Sud 11', 'France', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29244&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1452,QRLP2-MG-1710005,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Oct 2009,Ms. Nuha Al-Okka,0 Year(s),01 Oct 2011,New,Research Management Track,,,,,,,"[('QRLP Student', 'Ms. Nuha Al-Okka', 'Qatar National Research Fund (QNRF)')]","[('Qatar University', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29157&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1453,QRLP2-MG-1710004,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Sep 2009,Lina  Hassna,0 Year(s),31 Aug 2011,New,Research Management Track,,,,,,,"[('QRLP Student', 'Lina  Hassna', '')]","[('Qatar University', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29156&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1454,QRLP2-MG-1710003,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Sep 2009,Abdulla  Abdulla,0 Year(s),31 May 2011,New,Research Management Track,,,,,,,"[('QRLP Student', 'Abdulla  Abdulla', '')]","[('University of New South Wales', 'Australia', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29142&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1455,QRLP2-MG-1710002,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Oct 2009,Ms. Eman Nasralla,0 Year(s),01 Apr 2013,New,Research Management Track,,,,,,,"[('QRLP Student', 'Ms. Eman Nasralla', 'Qatar Foundation for Education, Science')]","[('Qatar Foundation Research and Development', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29033&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1456,QRLP2-G-1711010,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Mar 2009,Hamda  AlThawadi,0 Year(s),25 Jan 2016,New,"PhD in Cancer-biology, Molecular, and Cell Biology",,,,,,,"[('QRLP Student', 'Hamda  AlThawadi', '')]","[('University of Paris-Sud 11', 'France', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29247&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1457,QRLP1-MG-1710002,QRLP,Qatar National Research Fund (QNRF),Award Closed,06 Jul 2008,Abeer Al Hammadi,0 Year(s),06 Jul 2010,New,Research Management Track,,,,,,,"[('QRLP Student', 'Abeer Al Hammadi', '')]","[('Qatar Foundation Research and Development', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29028&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1458,QRLP1-MG-1710001,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Oct 2009,Nada   AlOlaqi,0 Year(s),01 Oct 2011,New,Research Management Track,,,,,,,"[('QRLP Student', 'Nada   AlOlaqi', '')]","[('Qatar Foundation Research and Development', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29027&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1459,QRLP1-G-1711006,QRLP,Qatar National Research Fund (QNRF),Award Closed,08 Oct 2008,Dr. Wadha Al Muftah,0 Year(s),16 Mar 2016,New,PhD in Genetics of Type 2 Diabetes among Qatari Families,,,,,,,"[('QRLP Student', 'Dr. Wadha Al Muftah', 'Qatar Biobank for Medical Research')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29254&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1460,QRLP10-G-1803032,QRLP,Qatar National Research Fund (QNRF),Award Active,01 Jul 2017,Mr. Mousa Abuhelaiqa,0 Year(s),31 Jul 2021,New,PhD in Materials Science and Engineering,,,,,,,"[('QRLP Student', 'Mr. Mousa Abuhelaiqa', 'University College London')]","[('Ecole Polytechnique Fédérale de Lausanne (EPFL)', 'Switzerland', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31645&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1461,QRLP1-P-1711005,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Sep 2008,Dr. Khalid Al-Quradaghi,0 Year(s),30 Sep 2016,New,"Postdoc in Leadership and Managing the Observatory of Science, Technology and Innovation",,,,,,,"[('QRLP Student', 'Dr. Khalid Al-Quradaghi', 'Qatar National Research Fund (QNRF)')]","[('Massachusetts Institute of Technology (MIT)', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29242&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1462,QRLP1-MG-1710004,QRLP,Qatar National Research Fund (QNRF),Award Closed,02 Jun 2008,Ms. Khadeja Al Khawaja,0 Year(s),02 Jun 2010,New,Research Management Track,,,,,,,"[('QRLP Student', 'Ms. Khadeja Al Khawaja', 'Qatar National Research Fund (QNRF)')]","[('Qatar Foundation Research and Development', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29030&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1463,QRLP10-G-1803031,QRLP,Qatar National Research Fund (QNRF),Award Active,20 Aug 2017,Mrs. Noor Al-Ansari,0 Year(s),31 May 2021,New,PhD in Computer Science and Engineering,,,,,,,"[('QRLP Student', 'Mrs. Noor Al-Ansari', 'Carnegie Mellon University - Qatar')]","[('Hamad Bin Khalifa University', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31641&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1464,QRLP1-MG-1710003,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 May 2008,Ms. Haya Al Ghanim,0 Year(s),01 May 2010,New,Research Management Track,,,,,,,"[('QRLP Student', 'Ms. Haya Al Ghanim', 'Qatar Science and Technology Park (QSTP)')]","[('Qatar Foundation Research and Development', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29029&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1465,QRLP10-G-1803030,QRLP,Qatar National Research Fund (QNRF),Award Active,30 Sep 2017,Mr. Meshaal Al-Saffar,0 Year(s),31 Mar 2022,New,PhD in Computing Research,,,,,,,"[('QRLP Student', 'Mr. Meshaal Al-Saffar', 'University of Melbourne')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31640&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1466,QRLP10-G-1803029,QRLP,Qatar National Research Fund (QNRF),Award Active,01 Feb 2018,Miss Mariam Bahameish,0 Year(s),01 Feb 2022,New,PhD in Computer Science,,,,,,,"[('QRLP Student', 'Miss Mariam Bahameish', 'Imperial College London')]","[('Queen Mary, University of London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31638&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1467,QRLP10-G-1803028,QRLP,Qatar National Research Fund (QNRF),Award Active,05 Sep 2017,Mr. Ibraheam Al-Aali,0 Year(s),15 May 2020,New,PhD in Mechanical Engineering,,,,,,,"[('QRLP Student', 'Mr. Ibraheam Al-Aali', 'Columbia University in the City of New York')]","[('Columbia University in the City of New York', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31637&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1468,QRLP10-G-1803027,QRLP,Qatar National Research Fund (QNRF),Award Active,01 Sep 2017,Miss Hind Al Ansari,0 Year(s),30 Sep 2020,New,PhD in Middle Eastern Studies,,,,,,,"[('QRLP Student', 'Miss Hind Al Ansari', 'Harvard University')]","[(""King's College London"", 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31635&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1469,QRLP10-G-1803026,QRLP,Qatar National Research Fund (QNRF),Award Active,20 Aug 2017,Miss Haya Al-Thani,0 Year(s),31 Aug 2020,New,PhD in Computer Science and Engineering,,,,,,,"[('QRLP Student', 'Miss Haya Al-Thani', 'Qatar University')]","[('Hamad Bin Khalifa University', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31634&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1470,QRLP10-G-1803025,QRLP,Qatar National Research Fund (QNRF),Award Active,01 Sep 2017,Mrs. Hanadi Al-Mohsin,0 Year(s),31 Aug 2020,New,PhD in Computer Science and Engineering,,,,,,,"[('QRLP Student', 'Mrs. Hanadi Al-Mohsin', 'Hamad Bin Khalifa University')]","[('Hamad Bin Khalifa University', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31632&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1471,QRLP10-G-1803024,QRLP,Qatar National Research Fund (QNRF),Award Active,20 Aug 2017,Miss Ghaneya Al-Khadairi,0 Year(s),31 May 2021,New,PhD in Biological and Biomedical Sciences,,,,,,,"[('QRLP Student', 'Miss Ghaneya Al-Khadairi', 'Hamad Bin Khalifa University')]","[('Hamad Bin Khalifa University', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31631&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1472,QRLP10-G-1803023,QRLP,Qatar National Research Fund (QNRF),Award Active,20 Aug 2017,Miss Danya Saifaldeen,0 Year(s),31 Aug 2020,New,PhD in Computer Science and Engineering,,,,,,,"[('QRLP Student', 'Miss Danya Saifaldeen', '')]","[('Hamad Bin Khalifa University', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=31630&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
